;USUARIO;COMENTARIOS;ISSUES;COMMITS;DESEMPENHO;QUARTIL COMENTARIO;QUARTIL ISSUE;QUARTIL COMMITS
1067;140227;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3142;632792;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3140;632391;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3138;632089;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1068;140300;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1069;140315;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3136;631319;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3135;631301;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1073;140642;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3133;630490;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3132;629806;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3126;626181;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1076;140813;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3123;624951;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3120;623803;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3119;623552;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3112;621187;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3111;620559;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3110;620281;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3109;619953;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1080;141435;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1060;139791;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3165;637449;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3007;592442;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3167;637799;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1018;133814;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3224;656913;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3220;656065;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3219;655725;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3218;655146;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3217;654831;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3215;654187;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3212;652632;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3211;652314;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1020;133836;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1029;134799;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3203;649522;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1031;135645;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1032;135884;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3201;649219;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1040;136992;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3192;646992;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3187;645305;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3186;645028;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3185;644493;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3184;643962;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1044;137494;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1048;137976;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1050;138595;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1051;138698;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3171;638908;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1054;139322;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1057;139483;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1058;139658;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3106;619384;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3105;618852;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1082;141644;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3104;618650;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3051;602727;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3049;602571;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3047;602052;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1119;146477;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1120;147088;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1121;147217;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3038;599459;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1122;147321;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3035;598959;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1123;147409;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3032;598642;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3030;598063;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3029;597902;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3027;597459;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3025;596749;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3024;596605;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1125;147582;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3022;596118;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1128;147919;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1129;147987;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1130;148169;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3021;595616;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3020;595561;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3019;595427;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3018;594890;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1131;148258;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3017;594522;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1132;148455;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3008;592551;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3053;602976;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3054;603812;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3057;604125;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1097;143132;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3103;618388;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3102;618294;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3100;617762;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1084;141850;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1087;142080;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1088;142090;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1089;142103;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1092;142708;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3091;615473;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3088;613826;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1094;142928;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3086;613449;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1096;143009;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3083;611555;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3058;604146;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1099;143227;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1104;144075;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3082;611503;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3077;609945;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3074;609164;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3071;607985;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3070;607733;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1105;144132;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1108;144652;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3065;606238;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3064;605424;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
3063;605056;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
1112;145471;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
8263;3919541;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
11374;16258536;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
11770;50976493;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9451;5764442;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9459;5776109;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9458;5775261;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9457;5773763;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9456;5773471;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9455;5770148;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7226;2607037;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9453;5765722;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9452;5764573;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9450;5764438;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7194;2572196;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7228;2611616;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9447;5757529;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9446;5757021;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9445;5755057;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9443;5750402;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9441;5748723;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7231;2614463;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7235;2617394;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9461;5780372;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9462;5782914;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7225;2606536;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7222;2599989;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9491;5850001;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9490;5845506;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7203;2582522;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7205;2584333;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9484;5834292;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9483;5833678;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9482;5833312;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7208;2585198;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7210;2586035;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9476;5827079;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7212;2587503;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9473;5816039;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9472;5810976;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7217;2593285;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9468;5797527;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7219;2597543;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7220;2599093;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9437;5742917;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9436;5741545;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9434;5737250;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7256;2637742;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9406;5689961;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9405;5687982;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7260;2639229;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7261;2641685;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7264;2642545;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9401;5672203;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9400;5671743;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9398;5667554;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9397;5667105;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7267;2646701;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9394;5665944;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9393;5663423;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9392;5656052;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7269;2648853;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9389;5643106;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9388;5640530;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7271;2653283;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9407;5691845;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7255;2636826;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7237;2619957;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7254;2636388;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9432;5727456;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7238;2620674;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9430;5725064;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7240;2622863;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9428;5719409;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9427;5718403;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9426;5717999;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7242;2623164;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7243;2623413;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9422;5712367;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7248;2630554;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9418;5703356;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9417;5700618;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7249;2633332;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9415;5699037;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7250;2633799;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7251;2634059;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9492;5854357;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7193;2571328;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9607;6068238;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7142;2506785;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9577;6010696;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9576;6009256;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9575;6004181;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9573;6002321;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9572;5997147;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7140;2505465;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9570;5993909;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7141;2505588;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7146;2510560;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7190;2569893;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9566;5981974;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7147;2510876;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9564;5979984;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7149;2513915;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7150;2515611;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9561;5973690;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9560;5973591;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7151;2516649;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7138;2503912;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7134;2499853;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7133;2499813;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9582;6021082;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7115;2477357;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9603;6061844;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7116;2477438;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9601;6057023;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9600;6056563;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9599;6054309;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9598;6051759;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7120;2478832;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7121;2486368;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9594;6047431;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7123;2489621;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9592;6039369;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7126;2491984;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9590;6036957;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7128;2493622;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7130;2496253;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9584;6025181;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7152;2517106;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9557;5970226;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7153;2519208;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9526;5911473;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9524;5908277;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9523;5907104;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9520;5903708;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9519;5901501;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9518;5895855;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9515;5889417;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7179;2561508;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9513;5888253;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9512;5887928;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7180;2562653;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9509;5885350;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9508;5884763;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9507;5884148;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7182;2563426;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9505;5879092;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9502;5871757;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7187;2567321;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9525;5908454;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9527;5912784;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9554;5968830;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7173;2549899;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9551;5957709;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9550;5957235;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9548;5952444;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9547;5951420;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7159;2526583;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7160;2527227;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9544;5939777;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7163;2527741;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9540;5934549;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7164;2530691;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7166;2531688;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9537;5932523;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9535;5929834;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9533;5927854;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9532;5926559;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9530;5923395;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9529;5913801;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7272;2656381;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9385;5637837;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9384;5635754;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7414;2835784;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9242;5436545;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9241;5434731;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9240;5432014;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9239;5431318;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9238;5428649;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7409;2827791;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9236;5426569;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9235;5424966;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7416;2835871;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7278;2662500;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7417;2837270;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9230;5419132;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9229;5415958;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9228;5415491;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7418;2837340;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7423;2838517;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9223;5404142;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7424;2839791;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7404;2822053;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7403;2820738;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7402;2819256;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9248;5446493;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7373;2781777;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7374;2782408;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9266;5470392;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7375;2784829;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7382;2791653;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7383;2793245;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9261;5466974;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7390;2799765;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9259;5466293;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7392;2805157;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7396;2811659;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7397;2815794;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9254;5454053;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9253;5452493;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9252;5452298;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7401;2819116;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9249;5448300;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7429;2845947;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7431;2847742;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7438;2856083;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7473;2899428;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7477;2902740;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7479;2903974;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9177;5341184;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
9175;5339875;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7481;2904266;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
7482;2905107;0.00015812776723592663;0.0;0.0;0.00015812776723592663;1;1;1
